/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:02-4224280-DJI_0092_6.jpg,712,718,805,810,6
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:02-4224280-DJI_0092_9.jpg,249,500,342,881,18
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:02-4224280-DJI_0092_9.jpg,374,734,1000,994,13
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:02-4224280-DJI_0092_11.jpg,577,776,718,966,18
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:02-4224280-DJI_0092_11.jpg,459,821,641,936,6
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:02-4224280-DJI_0092_12.jpg,577,326,718,516,18
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:02-4224280-DJI_0092_12.jpg,459,371,641,486,6
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:36-3597882-DJI_0097_5.jpg,496,824,646,930,12
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:36-3597882-DJI_0097_6.jpg,496,374,646,480,12
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:36-3597882-DJI_0097_7.jpg,112,815,400,986,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:36-3597882-DJI_0097_8.jpg,398,541,538,635,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:36-3597882-DJI_0097_8.jpg,112,15,400,186,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:36-3597882-DJI_0097_9.jpg,398,91,538,185,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:07:36-3597882-DJI_0097_10.jpg,284,280,380,384,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:08:24-3707687-DJI_0104_8.jpg,504,373,776,736,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:08:24-3707687-DJI_0104_9.jpg,504,0,776,286,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:09:48-4048317-DJI_0117_10.jpg,899,121,928,153,0
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:38:18-3988387-DJI_0128_12.jpg,859,514,992,623,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:38:28-3834200-DJI_0130_8.jpg,515,457,591,524,17
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:38:28-3834200-DJI_0130_9.jpg,515,7,591,74,17
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:38:28-3834200-DJI_0130_9.jpg,821,811,930,953,17
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_2.jpg,562,935,679,998,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_3.jpg,562,485,679,548,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,605,856,711,1000,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,565,609,647,714,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,946,327,1000,403,10
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,858,253,917,307,10
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,774,249,856,305,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,610,101,628,143,10
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,610,286,631,334,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,944,192,974,264,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,860,199,938,248,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,609,242,629,261,10
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_4.jpg,605,197,627,216,10
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_5.jpg,605,56,711,215,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_5.jpg,559,442,631,511,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_6.jpg,559,0,631,61,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,840,938,922,981,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,146,327,201,403,10
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,58,253,117,307,10
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,0,249,56,305,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,144,192,174,264,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,60,199,138,248,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,191,899,241,1000,1
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_7.jpg,597,878,637,949,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_8.jpg,800,662,944,739,12
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_8.jpg,840,138,922,181,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_8.jpg,813,608,903,661,14
/home/aikauel/enap/aerialnet_project/datasets/data/v5/imgs/2020-10-23_11:39:24-3945197-DJI_0139_8.jpg,191,99,241,205,1
